muon phi, muon eta, electron pt, electron phi, electron eta, jet 1 pt, jet 1 phi, jet 1 eta, jet 2 pt, jet 2 phi, jet 2 eta, gen muon pt
muon phi, muon eta, electron pt, electron phi, electron eta, jet 1 pt, jet 1 phi, jet 1 eta, jet 2 pt, jet 2 phi, jet 2 eta, gen muon pt
 -2.62209, -0.798045, 43.1599, -0.739958, -1.03589, 61.0102, 2.27837, -2.09361, 11.7065, 0.610676, -1.36855, 21.3637
 -2.12734, 0.317138, 80.3163, -0.922425, 0.630077, 42.5609, 0.441006, 0.774216, 11.1674, 0.0753714, 1.08476, 24.0173
 1.29061, 0.852802, 145.062, -1.26903, 1.11418, 95.5045, 2.36598, 0.300816, 10.893, -2.3613, 3.07043, 43.5234
 -1.56418, 0.737662, 57.3663, -2.78245, 0.341342, 140.835, 1.39122, 1.58829, 10.9408, 1.76074, 2.71768, 119.472
 1.33673, 1.11297, 107.732, -1.75723, -0.678675, 60.1432, -1.31996, -0.305798, 10.0791, 0.966433, 2.33174, 58.4847
 -2.94702, -0.931005, 57.4931, -1.64221, 0.264723, 117.943, -0.538498, 0.124217, 10.567, -1.13657, 0.875013, 27.8754
 -0.668676, -0.428475, 49.5544, -0.864231, -2.02685, 86.8324, 2.88738, -1.7827, 13.2358, -1.62027, -2.1439, 19.2912
 1.31842, -1.59473, 59.5425, 2.95643, -2.12186, 93.9219, 0.287817, -1.56, 10.5744, 2.39589, 0.589814, 43.1755
 1.18644, 0.586866, 28.8895, 1.79025, 1.2414, 85.6313, -2.59553, 1.53935, 10.3219, 0.0481335, -2.53167, 87.0215
 -2.8677, -1.00846, 56.2814, 1.8376, 0.510165, 45.0626, -0.339545, -1.58485, 14.895, 2.85697, -2.84486, -1000
 -0.413083, -1.80268, 54.2979, 2.94355, -0.273438, 345.988, -2.70859, -0.665471, 10.0202, 1.41456, 0.870669, 45.7599
 -1.14999, 1.79134, 51.936, -1.89446, 0.74508, 79.8557, -1.2508, 0.337749, 11.7842, 1.24342, 2.48469, 13.5473
 -1.39669, -0.21852, 57.8557, 1.60968, -0.743609, 39.6273, 2.68917, 0.0153673, 11.3167, -0.803677, 0.611691, 124.501
 -0.495595, 2.12499, 59.4581, -1.50207, 1.79546, 65.3756, 0.571675, 1.97803, 12.8687, -0.566776, 0.76492, 27.4194
 2.81762, 1.30665, 63.4125, 1.17374, 0.745254, 224.328, -1.74639, 0.576134, 10.855, 1.92773, 1.48698, 58.5243
 2.21234, -1.42838, 44.8627, -3.11732, -1.27249, 120.687, 3.12271, -2.05712, 10.0476, -1.75161, -0.566821, 29.0473
 -1.297, -0.480634, 31.4967, -1.42413, 0.00515153, 192.821, -0.154833, 0.179216, 11.2437, -2.06793, -0.223649, 41.4338
 -0.343974, -1.22691, 53.7328, 2.58414, 0.710491, 59.4053, 1.40895, -1.78065, 10.3783, 0.344712, 1.86726, 88.8725
 1.65494, -0.41071, 31.8596, -2.19529, -1.73253, 208.731, 1.66439, -1.02297, 10.718, 0.268468, -2.67007, 68.4914
 -2.07247, -0.603, 82.1089, 2.10467, -0.326232, 71.3368, -0.730454, -0.718021, 10.1499, 1.53604, -1.54776, 121.378
 -0.435439, -2.20332, 114.918, 2.67904, 0.36759, 180.498, -2.86254, 0.0999968, 10.8464, -2.17911, 1.82988, -1000
 -3.06099, 0.107572, 39.7372, -2.39059, -1.46312, 57.5468, -0.798949, -0.479537, 10.8176, 1.84178, -1.35879, 22.4714
 0.244912, 2.18235, 78.4505, -0.340309, -0.845617, 46.4474, -2.55962, -0.65478, 10.9743, -2.07467, -1.52063, 11.1863
 -1.55921, 1.56486, 99.7618, 3.05996, 2.01522, 139.727, -0.448131, 2.33314, 10.8822, 1.42622, 2.71113, 22.1732
 -1.61178, -0.696121, 46.8432, -2.77154, 0.565151, 80.4021, -0.461987, -0.287687, 10.5541, -1.41456, -2.61068, -1000
 2.53509, 1.65115, 44.8306, -1.14319, 0.223842, 140.552, -0.16142, 0.0585696, 12.6246, 0.00987685, -2.34453, -1000
 2.44355, 1.60778, 37.7532, -0.823946, 1.87714, 105.911, 1.10934, 0.621538, 11.9584, 0.425654, -2.59438, 45.916
 -2.17251, 1.17127, 45.0413, -0.179272, 2.4952, 28.1768, 0.921048, -0.484009, 10.122, -1.42394, 3.04547, 104.778
 3.05019, -1.00213, 37.586, -1.91689, -1.46324, 259.577, -0.719778, -1.95558, 10.2519, -1.00367, -2.69286, 159.945
 -2.97923, -0.119822, 39.5401, 2.30245, 0.212049, 76.0352, -0.933271, -0.735798, 52.3581, 1.17226, 0.832757, 91.5647
 1.56312, 0.171416, 55.939, -2.48631, -0.827632, 137.044, -1.10458, -1.58832, 10.6609, 3.09922, -2.60026, -1000
 2.6941, 0.563942, 78.1295, 0.459982, 0.559103, 169.43, -0.259898, -0.218501, 10.2067, -0.867098, 2.71476, -1000
 0.509793, -0.069545, 40.0792, -2.46453, -1.23024, 77.2776, 0.402604, -1.91875, 10.4831, -2.75831, 2.98909, 43.031
 2.27626, -1.1115, 49.8321, -1.58518, 0.8525, 160.343, 2.63519, -0.217095, 10.148, -0.563065, -0.602765, 67.4474
 -0.892565, 1.20187, 68.0265, -0.821042, -1.53737, 122.754, -1.6283, -2.05462, 10.2999, 1.23403, 1.60579, 10.5658
 0.352841, 0.660334, 63.9479, 2.32073, 0.592601, 74.8355, -2.77942, -1.20963, 12.6142, -0.108403, -2.4594, 9.67547
 2.91463, 0.643505, 76.5917, -1.31837, 2.14592, 76.6018, 2.0095, 1.69219, 10.3543, -0.676146, -2.69146, -1000
 -1.25166, -0.167769, 47.4063, 1.94922, 1.79618, 136.255, -0.425423, -0.43595, 11.5451, -1.23626, -2.69067, 58.4205
 1.0387, -0.172305, 95.2802, -1.36642, -0.779503, 76.102, 2.52165, -0.795203, 10.9898, -0.00843331, 0.192365, -1000
 -1.51838, 1.99351, 50.092, 0.73407, 0.198645, 153.165, 2.54775, -0.0254013, 10.6444, 1.15403, -2.83159, -1000
 2.48151, -0.0373115, 85.1347, -0.251714, -2.14501, 250.717, -0.995585, -1.97442, 10.1115, -1.68656, -2.69722, -1000
 1.74662, -1.32421, 131.63, -0.465902, 0.219225, 243.939, -2.66368, -1.95859, 11.601, 0.191736, -2.05582, -1000
 2.63018, 0.250465, 87.7657, -2.00579, -0.230996, 109.117, -1.44491, -0.992959, 10.7331, -2.4357, -2.76183, 30.4634
 1.31039, 0.983209, 38.4593, -3.10199, -2.11544, 78.5718, 1.01078, 0.449649, 10.024, 1.2064, 1.89249, 17.6508
 0.59259, 1.74365, 42.7826, -1.22662, 1.05184, 228.668, 1.54713, 1.08439, 11.3338, 1.12685, 2.47531, 32.3479
 1.18238, -1.58204, 50.4812, 0.0248512, 0.0281385, 97.1303, -2.29463, 0.0544168, 11.5957, 0.640332, 2.84399, 66.9354
 -3.05712, 0.910016, 28.3193, -2.87986, -0.112413, 91.3, 0.856013, 0.993139, 10.8807, -3.03546, -0.870416, 65.0787
 1.63484, -0.752156, 151.016, -0.91668, -0.12519, 46.5161, -0.159235, 2.24816, 10.73, 3.00588, -0.71423, 34.1153
 2.92921, 1.63072, 151.42, 2.03478, 2.04013, 538.755, -0.830739, -0.604556, 10.4286, 1.39096, 1.07331, -1000
 -2.57932, -0.84198, 39.2969, 1.48328, 0.435837, 96.0114, -0.3111, -1.88856, 10.1541, -1.62238, 2.73159, 37.7063
 -1.97571, 0.584775, 38.7056, -0.660761, 1.29953, 131.887, 0.557915, -1.14476, 10.453, -0.147596, 2.17811, -1000
 2.92666, 2.27238, 100.809, -1.0869, 2.0521, 63.1191, 0.764237, 2.09903, 10.6455, 0.486994, 1.67413, 67.7969
 -2.48398, 2.10815, 30.3783, 0.742727, 2.09711, 62.362, -0.100191, 1.49299, 10.0233, 0.872444, 2.80297, 69.4413
 -2.7136, -1.45277, 34.0694, 0.0121969, 0.718656, 83.8624, 2.89082, 1.07784, 10.2228, -2.51003, -0.170644, -1000
 2.74669, 1.13699, 51.5901, 1.29385, -1.68388, 72.759, -1.55794, 0.808175, 10.8054, -2.10797, 1.19207, 25.443
 0.783843, 0.0518136, 31.2991, 2.05135, 1.9779, 83.6767, -3.13574, -0.0231389, 11.1569, 2.0334, -0.443885, 27.9763
 0.939072, -0.656601, 128.424, 2.39192, -0.116355, 27.5174, -2.53237, -1.25293, 10.4356, -0.451857, 2.22405, 32.998
 1.75827, 0.416361, 101.199, 1.04407, 0.584716, 90.6042, -2.01484, 0.183779, 10.1323, 2.92559, -2.57112, 44.4749
 0.0304875, -0.518722, 51.6238, -1.60477, 0.668993, 53.8817, -1.04653, -0.889579, 10.2683, -1.25314, -0.00613071, 25.0848
 1.15482, -0.00986304, 72.7343, 1.10469, 1.85225, 49.0184, 2.57531, -1.545, 10.6907, 1.43503, -2.70189, -1000
 0.14264, 0.178546, 107.52, 1.23165, -0.126871, 81.5379, -2.27411, -0.61135, 10.0559, 0.124706, -2.61116, 65.7326
 -2.6486, -0.205472, 86.8665, 1.10527, -0.885992, 74.2768, 0.188668, -0.634403, 11.573, 1.57085, -2.46892, 100.467
 1.75624, 1.00208, 42.7433, -1.52165, -1.76061, 104.644, -0.136011, 1.1431, 10.0987, -3.04641, -1.89928, 44.9892
 -1.95397, 0.204968, 28.6331, 1.47867, -0.0712017, 112.781, 1.69454, -0.464723, 10.0413, 1.81946, 1.53444, 20.0884
 -1.38538, -1.32011, 37.1033, 0.805052, -0.889325, 98.6415, 1.6376, -2.25818, 11.4125, -1.90108, 1.83386, -1000
 2.51491, -0.727853, 35.9059, -1.27967, -1.74403, 43.224, 1.92682, -2.07088, 12.1654, 1.10053, 2.78278, 32.6601
 -2.29222, -0.809025, 66.7744, -1.06317, -0.388793, 68.5256, 1.64753, -1.41328, 10.0133, 1.66852, 1.47261, -1000
 2.48179, -0.932125, 108.487, -2.14444, -0.845727, 66.661, 2.54544, -1.52317, 10.8551, -1.47984, 1.81353, -1000
 -1.30189, 1.80711, 93.7147, 0.237298, 0.357186, 81.5923, -2.72988, 0.764105, 11.2546, 1.01532, 2.68041, 56.4622
 -2.5369, -0.248066, 108.823, 0.818979, 2.02225, 178.906, -2.03942, -0.880622, 10.5512, -1.34997, -0.771674, 231.395
 1.41899, 0.04247, 54.712, -1.22506, -0.345427, 106.256, -2.53171, -1.17723, 10.8305, -3.09752, -2.4771, 103.035
 -1.46048, -1.5864, 56.4331, 0.944888, -2.03159, 88.9886, 2.91844, -2.82537, 12.0017, 1.12706, -1.04261, -1000
 -2.54836, 0.906755, 50.7399, 1.88375, 1.34411, 352.655, -1.92143, 1.62497, 10.3941, -0.656492, 2.69265, -1000
 -0.867307, -0.844018, 88.0892, -1.78648, -0.263906, 79.7811, 1.58435, 1.90599, 11.3496, -1.85017, 2.81785, 39.3845
 1.23379, 0.509809, 142.701, -2.86612, -0.441249, 70.5227, -1.41431, -0.976364, 11.3835, 1.37818, -0.27037, -1000
 -0.571369, -2.05336, 43.764, -0.646693, -0.205723, 69.1893, 1.00295, -0.422455, 11.0958, 2.21464, 2.35727, -1000
 -0.356706, -1.69576, 41.9048, -1.52293, -0.665176, 127.642, 2.83765, -2.36007, 10.1848, -0.632807, 2.37802, 29.8131
 -1.18825, 0.653356, 79.8861, -0.859795, 1.56626, 96.1867, 1.2846, 1.07933, 10.0873, 3.05816, -1.74003, 44.3778
 -1.28796, 2.29413, 61.7416, -0.231593, 0.726962, 90.2956, 1.21004, 1.22155, 10.7013, 1.87135, 1.87904, 61.8287
 -0.728932, 1.5671, 93.8027, -2.22432, 1.59023, 123.724, 1.92762, 1.85554, 10.8937, -1.82295, 2.76603, -1000
 0.815772, 1.82267, 86.4475, -0.96809, 2.07473, 77.7893, -2.16839, 1.67826, 10.0038, 1.82878, 2.66228, -1000
 -2.60636, -0.0839531, 33.4541, -0.710823, -1.27303, 81.4827, 2.27242, -0.674808, 10.8198, -2.58378, 2.39408, 32.4404
 0.199008, -1.68872, 51.7595, 2.97571, -1.20353, 115.607, 0.294281, -0.252757, 10.1573, -1.48349, -0.776786, -1000
 0.720237, -0.0922032, 36.0726, -2.65375, 0.926549, 50.0783, 1.26025, -1.12813, 12.3828, 0.647674, -2.8226, 99.5332
 1.40336, -1.33297, 56.4932, -2.0473, 0.620518, 85.0539, -2.10345, -0.464334, 11.9733, 2.10714, -2.73176, 51.2854
 0.385553, -2.16733, 54.2708, 1.06316, 0.206139, 55.3803, -0.368899, 2.79877, 10.3368, 2.05996, 2.75521, -1000
 1.86069, -1.26932, 88.3008, -1.89318, -1.19242, 87.7539, -3.12616, -2.0269, 10.9987, 0.297881, 2.78045, -1000
 2.26444, 1.46731, 44.5653, 2.45211, -0.808127, 30.58, 2.78274, 1.5815, 12.9849, -1.54101, 2.85494, 14.3116
 1.64599, -2.09664, 39.2698, 2.82854, -1.23581, 50.3525, -2.83411, -0.535312, 10.4307, 0.258112, 0.760754, 37.4754
 1.91597, 2.21725, 43.2813, -1.08291, -0.314823, 86.527, 1.47951, 1.14062, 11.007, 0.734463, -2.04109, 39.2576
 0.222695, -1.9199, 39.754, -1.63346, -1.04756, 60.5091, 3.12106, 0.0985007, 10.8958, -2.21885, -2.39534, -1000
 -1.93984, 1.34156, 61.53, -1.33181, -2.25147, 77.3865, 2.80786, -2.54698, 11.1234, -0.532103, -2.06997, 56.9105
 -0.217161, 0.0587628, 52.1229, 0.680215, -0.344, 175.195, -2.52689, -1.70941, 10.5375, -1.28052, 2.68892, -1000
 -2.90312, 1.09382, 54.7452, -2.73383, 0.66149, 96.8687, 1.67463, 0.77222, 10.7297, 0.361957, -0.101527, 36.7154
 -3.10537, 0.429231, 88.9416, 0.414133, 0.640945, 183.947, -0.100681, 0.970547, 10.9781, -0.528954, 2.64157, 165.04
 -2.54263, -1.43317, 46.4663, -2.85439, -1.98751, 59.3827, 1.33397, -1.30808, 10.0513, -0.707161, -1.13834, -1000
 0.538642, 0.996305, 78.8191, -2.23258, 1.45214, 79.0323, 0.473778, -0.107773, 10.3131, 0.934357, 2.78665, 25.688
 1.37106, 1.07435, 34.4358, -2.24711, -0.301195, 130.816, -2.3618, 0.240694, 10.4876, 0.870072, -2.77056, -1000
 -1.98323, -1.19192, 92.1435, -0.848208, 0.938269, 102.431, 2.27869, -0.667003, 10.682, -2.77568, -1.92228, 49.3535
 -0.470721, -0.334734, 35.1024, 2.85051, 0.281804, 56.0749, -2.3054, 0.947773, 10.074, -0.936905, 2.81794, 56.2688
 -1.93038, -0.191753, 95.7576, 0.355757, -0.477207, 111.144, 1.65597, -0.313512, 13.9571, 2.59209, 2.52971, 43.4391
 -1.44149, -0.454134, 57.3993, -2.45586, 0.324175, 52.5775, 2.14988, 0.452312, 10.1311, 2.30187, 1.59993, 46.1558
 0.797742, -1.95364, 83.2471, -1.04674, -1.09392, 99.504, -2.93816, -0.958385, 10.0282, -1.53513, -2.6033, 20.6342
 -1.91459, 0.230859, 97.4792, 1.20766, 0.931101, 140.103, -2.05414, 0.846596, 10.1361, 2.19304, -0.415171, 38.9056
 0.00416096, -0.729924, 69.9101, 1.87151, 0.275392, 113.364, 3.03938, 0.297215, 10.8385, -3.03079, -1.44485, 101.277
 1.55288, -1.4904, 61.1645, -1.14569, 0.0556496, 80.6406, -2.36823, 0.188079, 10.0552, -0.882649, -2.25886, 20.4315
 -2.56682, -1.56716, 41.5378, -0.224558, -2.22363, 155.879, 2.82997, -0.561008, 10.0291, 0.396959, 2.57994, 75.648
 1.64872, -0.505724, 61.8703, 2.70883, -2.11489, 91.1152, -0.159865, -1.7982, 10.0125, 3.06265, 2.76816, 27.5447
 -2.00109, 0.517296, 29.7507, 2.3939, 0.134385, 57.0312, -1.69012, -1.58422, 10.7482, -1.36025, -1.01948, 31.3577
 0.573323, 0.781836, 63.3899, 2.28291, 2.05591, 165.472, -0.694, 0.742266, 10.0887, -0.392622, 1.342, 39.1217
 -1.72763, -0.182475, 162.562, 2.24004, -0.00288093, 296.533, -0.807071, 0.672244, 10.0451, 1.40394, -1.27404, 44.5916
 2.55435, -1.16454, 67.375, -1.01338, 0.275221, 49.8867, 1.60616, -1.02626, 10.1581, 2.85444, 1.29114, 65.4685
 1.28759, -0.783686, 87.8927, 0.190416, -1.97609, 64.519, -2.76038, 0.053671, 10.1691, -1.72691, 0.214365, 23.64
 -2.91167, 0.927068, 33.1337, -0.377873, 1.72672, 105.784, 1.03937, -0.367562, 10.2654, 0.879407, 0.813221, -1000
 -1.15774, -1.1848, 53.351, 0.906256, -2.35375, 190.471, -2.4488, -0.490468, 10.2604, 2.67813, 2.68156, 57.1167
 2.59888, -1.04372, 40.6363, -0.411348, -1.63449, 42.9791, -1.66201, -2.77216, 10.2888, -3.10687, -0.411963, -1000
 2.23725, 0.30471, 28.9736, 2.22468, -0.806977, 94.5471, -0.80808, 0.658311, 10.5603, 0.169335, -1.95545, -1000
 0.824142, -1.53159, 49.7212, -1.84815, -2.16821, 67.9111, 2.17924, -2.13442, 10.1868, 2.28057, 1.4723, 53.4906
 0.914309, -0.00485397, 43.9972, -2.30335, -0.509264, 62.6501, -2.0286, -1.32738, 10.1652, -2.8989, -2.74414, 30.7377
 3.08609, -0.627568, 79.0475, -0.497903, 1.18443, 137.321, 1.9141, -0.693662, 10.5084, -3.01495, -1.25741, 40.1534
 -0.925521, -1.52146, 36.6055, 1.96751, -1.28309, 75.707, 1.36377, -0.0633472, 10.1903, 1.66859, 2.61517, -1000
 1.26891, 0.0844344, 55.8137, -1.05162, -1.19149, 102.867, 1.99685, 1.90231, 10.6511, -2.84138, -2.81719, 31.7676
 0.773111, -0.125301, 33.0035, -2.5701, 0.386596, 112.486, -1.03366, -0.261327, 10.0489, 0.862569, -2.44927, 18.2051
 1.63915, 0.854273, 53.1997, 1.37361, 1.33151, 95.3455, -0.729636, 1.90231, 10.6866, 2.66906, -2.21503, 11.3639
 1.17764, -1.06097, 41.7455, -2.92628, 0.454879, 245.483, 1.49067, -0.6819, 10.5799, -0.898329, 2.67993, 90.6043
 -2.79473, -0.912063, 121.819, -0.105036, 0.572101, 643.922, 2.52898, -0.0152677, 10.9983, -0.888391, -2.12281, 85.1409
 1.25627, 0.592286, 28.8307, -2.1174, 0.708614, 39.8313, -0.535778, 0.709063, 12.3912, 1.76253, 2.93746, -1000
 -1.49284, 0.0202139, 30.816, 1.08027, -1.14964, 158.213, 1.77601, -0.510292, 10.1699, 0.00335806, -1.38364, 129.601
 0.175258, -0.234722, 33.8355, -1.51116, -1.19586, 86.5971, 1.69844, -1.60268, 10.0938, -1.76606, 1.86828, -1000
 -2.78192, 0.445848, 56.4325, 1.75239, -0.224066, 132.526, 0.950071, 0.0781822, 10.0563, -2.34408, -1.53799, 55.3214
 -0.701247, 0.783258, 60.5853, 0.369662, -0.919447, 112.031, 1.71732, -0.582221, 12.89, -0.872187, -2.78818, -1000
 -1.80516, 0.757534, 65.1321, -1.11822, -0.649514, 145.152, -0.271148, -0.524362, 10.1043, -3.0447, -2.73569, 31.2851
 -2.77954, -0.779923, 62.0257, 1.85758, -0.181047, 45.6875, -2.71072, 2.00756, 10.2034, 0.0139952, -2.4924, 30.7055
 1.96493, -0.244243, 96.2943, -1.03733, 0.60803, 124.442, -0.571314, -0.388857, 10.1568, -0.826413, 0.0409047, -1000
 -1.30437, 1.14531, 42.9278, 0.877549, 2.46516, 108.391, -3.01816, 0.89806, 10.3584, 1.37905, -1.84483, 32.85
 0.566302, -1.54407, 104.165, 1.06626, -2.45901, 72.7675, 3.14159, 1.50368, 10.9678, -0.691664, 1.83826, -1000
 1.48558, -1.01444, 29.9386, 1.21482, 0.0154102, 119.973, -1.93815, -1.36388, 77.2085, 0.70753, -1.63636, 28.4394
 3.01254, -2.3692, 63.5776, -1.38818, -0.299914, 29.7621, 1.03734, -0.421821, 13.1498, 2.4443, -2.71121, 59.3571
 -0.677519, 1.27688, 51.9202, 3.09559, -0.372032, 111.672, 2.00905, 0.401723, 10.5032, -1.10383, -2.74772, 44.2992
 -0.833128, 0.0738067, 30.0717, 1.0176, 2.23775, 117.401, -0.291714, 0.23546, 10.5848, 0.790443, -2.76377, 35.163
 1.405, -2.40115, 35.1481, 0.226584, -0.720747, 109.588, -3.04373, 0.0967731, 14.4558, 1.64991, 2.83343, 12.8577
 -0.673884, 0.382488, 39.7578, 1.55025, 0.38373, 93.0666, -2.15734, 1.2507, 10.2978, -2.5626, 2.84468, 43.3284
 -2.68863, 0.695619, 91.9879, -0.954934, -1.29913, 213.471, 2.01506, -1.13285, 10.0198, -0.654617, -2.81158, 60.8484
 2.72455, 2.06084, 77.8823, 1.15295, 0.409236, 78.4716, 2.90967, 0.407682, 10.3405, -1.84353, 2.3889, -1000
 -2.75815, -1.00157, 74.2953, -2.98787, 1.87339, 101.904, 0.0694239, 0.745123, 10.2159, -2.20586, -2.83193, -1000
 0.268663, -0.528845, 37.276, 2.90097, -0.435805, 66.8096, 2.94908, 0.529815, 15.6027, -2.88771, -2.5284, 37.7601
 -2.64612, 0.965278, 149.042, 1.20992, 1.87196, 138.716, -1.33183, 0.896706, 10.1124, 0.832841, 0.677509, -1000
 1.53039, -1.1713, 61.9712, 1.5627, 0.739931, 197.989, -2.24316, 0.923893, 10.3204, -1.21661, -0.623234, -1000
 -2.64126, 0.412997, 42.826, 2.03928, 0.937172, 248.309, -1.18774, -0.689566, 12.1676, 1.39055, 0.768226, 57.3801
 -0.530771, -1.61048, 103.604, 2.45295, -1.90287, 69.1201, -1.98583, -2.44617, 10.1529, -2.92675, -1.10378, 44.5521
 3.09155, -2.10828, 42.8299, 2.83493, 1.28704, 139.662, -0.816578, 1.37302, 10.0311, -0.955714, -1.55162, -1000
 -2.43855, 0.646851, 47.2459, 1.35292, -2.45692, 60.5092, -2.76649, -1.72233, 10.7868, -1.65381, 1.63774, 20.9857
 -0.696366, -0.49479, 51.4026, -0.62509, 0.20572, 91.6532, 1.58043, 0.387314, 10.7689, 0.537972, -0.80114, 44.5514
 -0.805018, -1.44584, 89.4301, 1.52858, -0.0873712, 85.9426, -2.42118, 1.50102, 11.1836, 0.604722, 2.57198, 58.5105
 2.10963, -1.98077, 92.2575, 2.95619, 1.76544, 142.593, 3.12602, 1.34395, 10.4246, -2.7385, 2.28367, -1000
 0.5548, -0.217397, 62.2537, -0.225773, -1.45751, 35.9598, 2.73875, -1.98364, 11.4559, -2.87187, 0.947815, 19.2456
 -0.628478, 0.308773, 64.8328, 0.4907, 0.604404, 159.329, -2.46854, 0.244147, 10.2259, -1.43531, -0.257789, -1000
 -2.37274, -0.335565, 58.3462, -1.56731, -0.840274, 59.1235, 1.78953, -1.4307, 11.557, -0.314956, 0.975739, 26.3908
 2.01797, 0.314425, 87.0439, -2.59483, -0.896267, 163.77, 0.786701, -1.15429, 10.0207, -0.745736, 1.74756, -1000
 -1.41331, 0.21177, 45.5058, 1.49526, 0.135813, 116.148, -0.929285, -0.559981, 10.9054, -2.6969, -2.65967, 11.0404
 -1.27866, 0.885738, 87.2098, -2.67586, 1.33247, 168.474, 0.553091, -0.193608, 10.9743, -1.10168, 2.29939, 38.4998
 1.85299, -1.00123, 59.2401, 1.38806, 0.16134, 48.748, 3.0576, -1.12079, 10.3831, 2.16941, -2.94155, 25.655
 -2.21553, -2.03029, 47.3008, 2.68042, -1.41671, 78.9094, -0.948229, -2.10488, 10.1164, 0.233943, 0.159956, 31.7339
 -2.80644, 2.15441, 41.4032, -2.96837, 1.0763, 105.451, 0.884889, 1.24537, 10.0577, -1.2281, -0.882427, -1000
 2.7023, 0.939922, 81.0794, 0.787878, 0.51019, 55.7589, -1.87467, 0.731621, 10.3806, -1.70078, -0.0951179, 23.0182
 -2.63624, -2.14335, 82.6789, -3.06413, -2.2596, 82.8536, -0.967372, 0.260154, 10.2418, 0.650648, 0.350365, -1000
 -0.327433, -1.35673, 27.5508, 2.5606, -0.572883, 119.622, -2.84104, 0.48757, 11.2543, -0.988492, 2.28265, -1000
 -1.3897, 0.0732258, 99.3496, -2.77296, -0.406117, 36.3316, 2.9663, 0.473291, 10.0895, -2.67993, 0.269499, 15.2731
 0.383665, 1.96572, 37.4443, 1.98405, -0.88927, 45.7624, -2.92692, -0.905892, 10.0647, 1.71791, -2.41296, 7.68881
 1.73601, 1.48615, 187.01, -1.53572, 0.555393, 100.629, 1.76998, -2.03893, 10.9804, -2.78547, -2.66961, 48.0682
 -2.76538, -0.649356, 60.8734, 1.43967, 2.49439, 64.4718, -2.13301, -1.11573, 11.6065, 2.41635, 0.125669, -1000
 2.48817, -0.336182, 99.0765, -1.88718, 0.70059, 96.0554, 0.37057, -0.250972, 10.0853, -1.68039, -2.57511, 41.8217
 1.19512, 1.05709, 32.4572, 2.52471, -0.975882, 110.791, 1.96054, -0.823618, 10.4987, 1.37096, 1.74173, 31.4999
 -1.84092, -1.15596, 41.1092, -0.627205, 0.624335, 73.0589, -0.317584, 1.55986, 11.2015, 0.739463, -1.38054, -1000
 -2.73494, 1.38167, 37.2437, -1.32665, 0.950626, 99.85, 1.53601, 1.78444, 10.0907, 1.84363, 2.81954, 55.3931
 -0.189889, 1.38347, 99.427, 2.01865, 0.607736, 299.41, -0.874279, 0.872383, 10.0123, 2.69224, 0.578513, 28.9451
 2.00073, -1.19303, 79.2743, 2.47393, -2.06196, 187.677, 0.442837, 0.430922, 11.7347, -2.55698, -2.72182, 38.438
 muon phi, muon eta, electron pt, electron phi, electron eta, jet 1 pt, jet 1 phi, jet 1 eta, jet 2 pt, jet 2 phi, jet 2 eta, gen muon pt
0.643491, -2.08862, 138.26, -2.48061, -1.88857, 72.4412, 1.62898, -0.501644, 11.8399, -0.664084, -0.304766, 49.4422
 3.06884, -0.485203, 91.8324, 2.55355, 0.453819, 78.1167, -2.6212, 1.46304, 10.92, -0.419541, -2.11801, 26.7335
 0.472519, 2.2467, 47.9041, 0.230399, 0.503084, 94.5254, -2.16708, 0.711384, 10.4312, 3.03759, 0.198714, 45.9846
 -0.128539, 0.956767, 61.0582, -1.52144, 1.78708, 123.745, 1.42049, -0.540331, 10.444, 1.05842, 2.37798, -1000
 -1.24555, 1.92224, 57.6833, -3.07016, 0.856794, 109.146, 2.15608, -1.15571, 11.6564, 2.97189, -2.09552, 46.7025
 -1.01077, 1.43811, 32.2383, -0.644951, 0.541714, 173.206, -0.337403, -0.105231, 10.9046, 0.544794, -1.34029, 25.1131
 -2.25397, 0.0161087, 72.2976, -1.32747, -0.776649, 103.606, 1.86384, 1.21863, 10.3141, 1.06057, -1.56228, -1000
 -0.911783, 2.33547, 46.3356, 1.75941, 0.428292, 108.671, -2.77432, 1.37852, 11.1973, 1.15356, 2.1545, 29.0121
 0.665928, -0.508141, 37.467, -0.453863, -2.23236, 41.9648, -2.12641, 0.714062, 11.2723, 2.59256, 2.72074, 46.1057
 -2.2822, -0.557116, 241.528, 0.663779, 0.0342249, 122.983, 1.38277, 1.36235, 10.0851, 2.27376, -0.257679, 120.942
 2.48871, 1.12756, 37.0363, -0.764328, -1.88131, 61.1258, 3.02507, -0.381156, 10.4989, -1.23424, 2.70345, 49.2645
 -2.35965, 2.41049, 46.2414, -1.01031, -0.13151, 57.4908, 0.654208, 1.6595, 10.0247, -1.71163, -1.88131, 29.3025
 2.1934, -0.93672, 130.965, -0.229008, -0.851711, 54.6044, 2.516, -0.409773, 10.0956, 2.34666, -1.49754, 20.5563
 0.817239, 0.782723, 28.5421, -1.11315, 1.71081, 51.1066, 0.484357, -1.30375, 11.1904, -0.359931, 2.59884, 5.38632
 -1.70109, 0.0569693, 114.538, 1.87846, -2.01072, 159.068, -1.02474, 0.125205, 10.1578, -2.81914, -2.61082, 146.219
 2.46275, 2.02536, 40.9131, 3.04766, 0.120319, 59.2054, -1.13569, 1.96518, 10.0552, 2.29477, 2.78446, 85.0637
